timestamp,PointerPosition,missionName,lastMissionState,missionEvent
15:41:33:4839,"(722.75, 37.50)",,,
15:41:33:4936,"(722.75, 37.50)",,,
15:41:33:5029,"(722.75, 37.50)",,,
15:41:33:5126,"(722.75, 37.50)",,,
15:41:33:5223,"(722.75, 37.50)",,,
15:41:33:5304,"(722.75, 37.50)",,,
15:41:33:5412,"(722.75, 37.50)",,,
15:41:33:5506,"(722.75, 37.50)",,,
15:41:33:5644,"(722.75, 37.50)",,,
15:41:33:5740,"(722.75, 37.50)",,,
15:41:33:5832,"(722.75, 37.50)",,,
15:41:33:5924,"(722.75, 37.50)",,,
15:41:33:6022,"(722.75, 37.50)",,,
15:41:33:6118,"(722.75, 37.50)",,,
15:41:33:6205,"(722.75, 37.50)",,,
15:41:33:6302,"(722.75, 37.50)",,,
15:41:33:6403,"(722.75, 37.50)",,,
15:41:33:6499,"(722.75, 37.50)",,,
15:41:33:6586,"(722.75, 37.50)",,,
15:41:33:6682,"(722.75, 37.50)",,,
15:41:33:6791,"(722.75, 37.50)",,,
15:41:33:6889,"(722.75, 37.50)",,,
15:41:33:6982,"(722.75, 37.50)",,,
15:41:33:7076,"(722.75, 37.50)",,,
15:41:33:7175,"(722.75, 37.50)",,,
15:41:33:7264,"(722.75, 37.50)",,,
15:41:33:7367,"(722.75, 37.50)",,,
15:41:33:7464,"(722.75, 37.50)",,,
15:41:33:7576,"(722.75, 37.50)",,,
15:41:33:7672,"(722.75, 37.50)",,,
15:41:33:7770,"(722.75, 37.50)",,,
15:41:33:7891,"(720.75, 44.50)",,,
15:41:33:8023,"(720.75, 59.50)",,,
15:41:33:8141,"(720.75, 69.50)",,,
15:41:33:8254,"(727.75, 91.50)",,,
15:41:33:8364,"(732.75, 104.50)",,,
15:41:33:8496,"(737.75, 114.50)",,,
15:41:33:8617,"(747.75, 136.50)",,,
15:41:33:8741,"(749.75, 139.50)",,,
15:41:33:8916,"(757.75, 154.50)",,,
15:41:33:9072,"(759.75, 156.50)",,,
15:41:33:9219,"(759.75, 156.50)",,,
15:41:33:9344,"(759.75, 156.50)",,,
15:41:33:9483,"(759.75, 156.50)",,,
15:41:33:9650,"(759.75, 156.50)",,,
15:41:33:9800,"(759.75, 156.50)",,,
15:41:33:9969,"(759.75, 156.50)",,,
15:41:34:0136,"(759.75, 156.50)",,,
15:41:34:0267,"(759.75, 156.50)",,,
15:41:34:0424,"(759.75, 156.50)",,,
15:41:34:0565,"(759.75, 156.50)",,,
15:41:34:0732,"(759.75, 156.50)",,,
15:41:34:0911,"(759.75, 156.50)",,,
15:41:34:1049,"(759.75, 156.50)",,,
15:41:34:1244,"(759.75, 156.50)",,,
15:41:34:1417,"(759.75, 156.50)",,,
15:41:34:1553,"(759.75, 156.50)",,,
15:41:34:1695,"(759.75, 156.50)",,,
15:41:34:1851,"(759.75, 156.50)",,,
15:41:34:1998,"(759.75, 156.50)",,,
15:41:34:2174,"(767.75, 209.50)",,,
15:41:34:2364,"(760.75, 264.50)",,,
15:41:34:2535,"(710.75, 361.50)",,,
15:41:34:2686,"(655.75, 431.50)",,,
15:41:34:2809,"(635.75, 461.50)",,,
15:41:34:2917,"(607.75, 506.50)",,,
15:41:34:3039,"(597.75, 529.50)",,,
15:41:34:3142,"(597.75, 529.50)",,,
15:41:34:3240,"(597.75, 529.50)",,,
15:41:34:3348,"(597.75, 531.50)",,,
15:41:34:3446,"(597.75, 531.50)",,,
15:41:34:3563,"(599.75, 534.50)",,,
15:41:34:3661,"(599.75, 534.50)",,,
15:41:34:3772,"(599.75, 534.50)",,,
15:41:34:3884,"(599.75, 534.50)",,,
15:41:34:3981,"(599.75, 534.50)",,,
15:41:34:4078,"(599.75, 534.50)",,,
15:41:34:4176,"(599.75, 534.50)",,,
15:41:34:4278,"(599.75, 534.50)",,,
15:41:34:4379,"(599.75, 534.50)",,,
15:41:34:4463,"(599.75, 534.50)",,,
15:41:34:4574,"(599.75, 534.50)",,,
15:41:34:4697,"(602.75, 534.50)",,,
15:41:34:4805,"(604.75, 534.50)",,,
15:41:34:4903,"(604.75, 534.50)",,,
15:41:34:5005,"(604.75, 534.50)",,,
15:41:34:5141,"(607.75, 536.50)",,,
15:41:34:5237,"(607.75, 536.50)",,,
15:41:34:5357,"(607.75, 539.50)",,,
15:41:34:5474,"(607.75, 544.50)",,,
15:41:34:5575,"(607.75, 544.50)",,,
15:41:34:5677,"(607.75, 549.50)",,,
15:41:34:5815,"(607.75, 554.50)",,,
15:41:34:5935,"(607.75, 559.50)",,,
15:41:34:6067,"(607.75, 566.50)",,,
15:41:34:6180,"(607.75, 569.50)",,,
15:41:34:6293,"(607.75, 571.50)",,,
15:41:34:6395,"(607.75, 571.50)",,,
15:41:34:6517,"(607.75, 574.50)",,,
15:41:34:6630,"(607.75, 576.50)",,,
15:41:34:6763,"(607.75, 576.50)",,,
15:41:34:6880,"(607.75, 576.50)",,,
15:41:34:7020,"(607.75, 581.50)",,,
15:41:34:7176,"(607.75, 586.50)",,,
15:41:34:7312,"(607.75, 586.50)",,,
15:41:34:7466,"(607.75, 589.50)",,,
15:41:34:7564,"(607.75, 589.50)",,,
15:41:34:7686,"(607.75, 589.50)",,,
15:41:34:7791,"(607.75, 589.50)",,,
15:41:34:7912,"(607.75, 591.50)",,,
15:41:34:7999,"(607.75, 591.50)",,,
15:41:34:8102,"(607.75, 591.50)",,,
15:41:34:8199,"(607.75, 591.50)",,,
15:41:34:8299,"(607.75, 591.50)",,,
15:41:34:8408,"(607.75, 591.50)",,,
15:41:34:8505,"(607.75, 591.50)",,,
15:41:34:8608,"(607.75, 591.50)",,,
15:41:34:8700,"(607.75, 591.50)",,,
15:41:34:8800,"(607.75, 591.50)",,,
15:41:34:9020,"(607.75, 591.50)",,,
15:41:34:9240,"(607.75, 591.50)",,,
15:41:34:9427,"(607.75, 591.50)",,,
15:41:34:9597,"(607.75, 591.50)",,,
15:41:34:9742,"(607.75, 591.50)",,,
15:41:34:9894,"(607.75, 591.50)",,,
15:41:35:0352,"(0.00, 0.00)",,,
