timestamp,PointerPosition,SubState,missionName,lastMissionState,missionEvent
15:12:57:5190,"(0.00, 0.00)",,,,
15:12:57:5361,"(0.00, 0.00)",,,,
15:12:57:5512,"(0.00, 0.00)",,,,
15:12:57:5638,"(0.00, 0.00)",,,,
15:12:57:5708,"(0.00, 0.00)",,,,
15:12:57:5804,"(0.00, 0.00)",,,,
15:12:57:5891,"(0.00, 0.00)",,,,
15:12:57:5972,"(0.00, 0.00)",,,,
15:12:57:6078,"(0.00, 0.00)",,,,
15:12:57:6164,"(0.00, 0.00)",,,,
15:12:57:6258,"(0.00, 0.00)",,,,
15:12:57:6343,"(0.00, 0.00)",,,,
15:12:57:6422,"(0.00, 0.00)",,,,
15:12:57:6507,"(0.00, 0.00)",,,,
15:12:57:6583,"(0.00, 0.00)",,,,
15:12:57:6670,"(0.00, 0.00)",,,,
15:12:57:6767,"(0.00, 0.00)",,,,
15:12:57:6842,"(0.00, 0.00)",,,,
15:12:57:6938,"(0.00, 0.00)",,,,
15:12:57:7014,"(0.00, 0.00)",,,,
15:12:57:7107,"(0.00, 0.00)",,,,
15:12:57:7193,"(0.00, 0.00)",,,,
15:12:57:7279,"(0.00, 0.00)",,,,
15:12:57:7362,"(0.00, 0.00)",,,,
15:12:57:7452,"(0.00, 0.00)",,,,
15:12:57:7530,"(0.00, 0.00)",,,,
15:12:57:7621,"(0.00, 0.00)",,,,
15:12:57:7707,"(0.00, 0.00)",,,,
15:12:57:7778,"(0.00, 0.00)",,,,
15:12:57:7867,"(0.00, 0.00)",,,,
15:12:57:7955,"(0.00, 0.00)",,,,
15:12:57:8045,"(0.00, 0.00)",,,,
15:12:57:8130,"(0.00, 0.00)",,,,
15:12:57:8212,"(0.00, 0.00)",,,,
15:12:57:8313,"(0.00, 0.00)",,,,
15:12:57:8408,"(0.00, 0.00)",,,,
15:12:57:8483,"(0.00, 0.00)",,,,
15:12:57:8566,"(0.00, 0.00)",,,,
15:12:57:8642,"(0.00, 0.00)",,,,
15:12:57:8728,"(0.00, 0.00)",,,,
15:12:57:8831,"(0.00, 0.00)",,,,
15:12:57:8924,"(0.00, 0.00)",,,,
15:12:57:9010,"(0.00, 0.00)",,,,
15:12:57:9097,"(0.00, 0.00)",,,,
15:12:57:9178,"(0.00, 0.00)",,,,
15:12:57:9269,"(0.00, 0.00)",,,,
15:12:57:9345,"(0.00, 0.00)",,,,
15:12:57:9442,"(0.00, 0.00)",,,,
15:12:57:9522,"(0.00, 0.00)",,,,
15:12:57:9619,"(0.00, 0.00)",,,,
15:12:57:9706,"(0.00, 0.00)",,,,
15:12:57:9786,"(0.00, 0.00)",,,,
15:12:57:9873,"(0.00, 0.00)",,,,
15:12:57:9962,"(0.00, 0.00)",,,,
15:12:58:0058,"(0.00, 0.00)",,,,
15:12:58:0130,"(0.00, 0.00)",,,,
15:12:58:0272,"(0.00, 0.00)",,,,
15:12:58:0380,"(0.00, 0.00)",,,,
15:12:58:0522,"(0.00, 0.00)",,,,
15:12:58:0660,"(0.00, 0.00)",,,,
15:12:58:0789,"(0.00, 0.00)",,,,
15:12:58:0933,"(0.00, 0.00)",,,,
15:12:58:1056,"(0.00, 0.00)",,,,
15:12:58:1197,"(0.00, 0.00)",,,,
15:12:58:1342,"(0.00, 0.00)",,,,
15:12:58:1504,"(0.00, 0.00)",,,,
15:12:58:1646,"(0.00, 0.00)",,,,
15:12:58:1788,"(0.00, 0.00)",,,,
15:12:58:1940,"(0.00, 0.00)",,,,
15:12:58:2087,"(0.00, 0.00)",,,,
15:12:58:2218,"(0.00, 0.00)",,,,
15:12:58:2342,"(0.00, 0.00)",,,,
15:12:58:2468,"(0.00, 0.00)",,,,
15:12:58:2610,"(0.00, 0.00)",,,,
15:12:58:2743,"(0.00, 0.00)",,,,
15:12:58:2863,"(0.00, 0.00)",,,,
15:12:58:2970,"(0.00, 0.00)",,,,
15:12:58:3069,"(0.00, 0.00)",,,,
15:12:58:3150,"(0.00, 0.00)",,,,
15:12:58:3232,"(0.00, 0.00)",,,,
15:12:58:3319,"(0.00, 0.00)",,,,
15:12:58:3422,"(0.00, 0.00)",,,,
15:12:58:3518,"(0.00, 0.00)",,,,
15:12:58:3616,"(0.00, 0.00)",,,,
15:12:58:3698,"(0.00, 0.00)",,,,
15:12:58:3791,"(0.00, 0.00)",,,,
15:12:58:3888,"(0.00, 0.00)",,,,
15:12:58:3979,"(0.00, 0.00)",,,,
15:12:58:4075,"(0.00, 0.00)",,,,
15:12:58:4177,"(0.00, 0.00)",,,,
15:12:58:4261,"(0.00, 0.00)",,,,
15:12:58:4352,"(0.00, 0.00)",,,,
15:12:58:4448,"(0.00, 0.00)",,,,
15:12:58:4535,"(0.00, 0.00)",,,,
15:12:58:4630,"(0.00, 0.00)",,,,
15:12:58:4723,"(0.00, 0.00)",,,,
15:12:58:4838,"(0.00, 0.00)",,,,
15:12:58:4961,"(0.00, 0.00)",,,,
15:12:58:5068,"(0.00, 0.00)",,,,
15:12:58:5150,"(0.00, 0.00)",,,,
15:12:58:5232,"(0.00, 0.00)",,,,
15:12:58:5322,"(0.00, 0.00)",,,,
15:12:58:5420,"(0.00, 0.00)",,,,
15:12:58:5517,"(0.00, 0.00)",,,,
15:12:58:5642,"(0.00, 0.00)",,,,
15:12:58:5755,"(0.00, 0.00)",,,,
15:12:58:5869,"(0.00, 0.00)",,,,
15:12:58:5983,"(0.00, 0.00)",,,,
15:12:58:6089,"(0.00, 0.00)",,,,
15:12:58:6190,"(0.00, 0.00)",,,,
15:12:58:6307,"(0.00, 0.00)",,,,
15:12:58:6464,"(0.00, 0.00)",,,,
15:12:58:6608,"(0.00, 0.00)",,,,
15:12:58:6730,"(0.00, 0.00)",,,,
15:12:58:6853,"(0.00, 0.00)",,,,
15:12:58:6962,"(0.00, 0.00)",,,,
15:12:58:7074,"(0.00, 0.00)",,,,
15:12:58:7177,"(0.00, 0.00)",,,,
15:12:58:7306,"(0.00, 0.00)",,,,
15:12:58:7413,"(0.00, 0.00)",,,,
15:12:58:7544,"(0.00, 0.00)",,,,
15:12:58:7664,"(0.00, 0.00)",,,,
15:12:58:7784,"(0.00, 0.00)",,,,
15:12:58:7876,"(0.00, 0.00)",,,,
15:12:58:7987,"(0.00, 0.00)",,,,
15:12:58:8077,"(0.00, 0.00)",,,,
15:12:58:8154,"(0.00, 0.00)",,,,
15:12:58:8255,"(0.00, 0.00)",,,,
15:12:58:8332,"(0.00, 0.00)",,,,
15:12:58:8432,"(0.00, 0.00)",,,,
15:12:58:8517,"(0.00, 0.00)",,,,
15:12:58:8618,"(0.00, 0.00)",,,,
15:12:58:8710,"(0.00, 0.00)",,,,
